
  _Vind,_kias |   _Vind,_keas |   Vtrue,_ktas |   Vtrue,_ktgs |   _Vind,__mph |   Vtrue,mphas |   Vtrue,mphgs |   _Mach,ratio |   __VVI,__fpm |   Gload,norml |   Gload,axial |   Gload,_side |   _elev,yoke1 |   ailrn,yoke1 |   ruddr,yoke1 |   ____Q,rad/s |   ____P,rad/s |   ____R,rad/s |   pitch,__deg |   _roll,__deg |   hding,_true |   hding,__mag |   alpha,__deg |   _beta,__deg |   hpath,__deg |   vpath,__deg |   _slip,__deg |   __mag,_comp |   mavar,__deg |   __lat,__deg |   __lon,__deg |   __alt,ftmsl |   __alt,ftagl |   ___on,runwy |   __alt,__ind |   __lat,south |   __lon,_west |   ____X,____m |   ____Y,____m |   ____Z,____m |   ___vX,__m/s |   ___vY,__m/s |   ___vZ,__m/s |   _dist,___ft |   _dist,___nm |   thro1,_part |   thro1,_part | 
      6.94533 |      10.80242 |      10.87351 |      12.06793 |       7.99254 |      12.51301 |      13.88753 |       0.01647 |     835.27380 |       0.84272 |       0.01580 |       0.08848 |      -0.15806 |      -0.00202 |       0.00072 |      -0.68498 |       0.03607 |      -0.55360 |      20.49096 |     -32.99766 |     183.24162 |     187.06691 |     -48.27121 |      15.96468 |     146.61378 |      37.09837 |       2.37429 |     169.39268 |       3.65475 |      51.41869 |      -0.65885 |     457.55972 |     238.95227 |       0.00000 |     457.30237 |      50.00000 |      -2.00000 |  -11027.54492 |     -40.45682 |  -46621.19531 |       2.72484 |       3.74474 |       4.13460 |     821.93030 |       0.13527 |       0.56526 |       0.56526 | 
      6.29547 |      10.71508 |      10.78576 |      11.86095 |       7.24469 |      12.41203 |      13.64933 |       0.01634 |     824.60571 |       0.80872 |       0.00943 |       0.09248 |      -0.00675 |      -0.00202 |       0.00072 |      -0.58144 |       0.08408 |      -0.59534 |      16.29346 |     -32.92009 |     182.52859 |     186.34225 |     -52.05747 |      17.88886 |     142.36917 |      34.96204 |       2.45658 |     169.64284 |       3.65475 |      51.41869 |      -0.65884 |     458.57693 |     240.07117 |       0.00000 |     458.32535 |      50.00000 |      -2.00000 |  -11027.29492 |     -40.14376 |  -46620.84375 |       3.05323 |       3.49654 |       3.96030 |     823.67706 |       0.13556 |       0.56389 |       0.56389 | 
      5.84442 |      10.68453 |      10.75517 |      11.73238 |       6.72563 |      12.37682 |      13.50139 |       0.01629 |     810.17792 |       0.78907 |       0.01193 |       0.09721 |      -0.00018 |      -0.00202 |       0.00072 |      -0.44965 |       0.12847 |      -0.64406 |      12.36002 |     -32.68274 |     181.23930 |     185.04219 |     -54.54787 |      20.16662 |     138.65144 |      32.38633 |       2.55242 |     169.88910 |       3.65475 |      51.41869 |      -0.65884 |     459.55344 |     241.07582 |       0.00000 |     459.31113 |      50.00000 |      -2.00000 |  -11027.00586 |     -39.84309 |  -46620.49609 |       3.36717 |       3.23285 |       3.82623 |     825.45831 |       0.13585 |       0.56227 |       0.56227 | 
      5.59366 |      10.73332 |      10.80443 |      11.69420 |       6.43706 |      12.43352 |      13.45744 |       0.01636 |     791.69757 |       0.79759 |       0.00881 |       0.10172 |      -0.00004 |      -0.00202 |       0.00072 |      -0.32100 |       0.15966 |      -0.70091 |       8.69016 |     -32.25797 |     179.25471 |     183.04808 |     -55.74350 |      22.59581 |     135.28075 |      29.55255 |       2.65924 |     170.10968 |       3.65475 |      51.41868 |      -0.65883 |     460.49429 |     241.90935 |       0.00000 |     460.25943 |      50.00000 |      -2.00000 |  -11026.67480 |     -39.55315 |  -46620.14453 |       3.68236 |       2.96723 |       3.71863 |     827.31085 |       0.13616 |       0.56036 |       0.56036 | 
      5.57030 |      10.87810 |      10.95031 |      11.75757 |       6.41019 |      12.60140 |      13.53037 |       0.01658 |     769.22046 |       0.81797 |       0.00419 |       0.10480 |      -0.00003 |      -0.00202 |       0.00072 |      -0.20277 |       0.17528 |      -0.76434 |       5.26259 |     -31.63630 |     176.48950 |     180.27515 |     -55.65150 |      24.88582 |     132.15327 |      26.63374 |       2.77218 |     170.07352 |       3.65475 |      51.41868 |      -0.65883 |     461.39856 |     242.80051 |       0.00000 |     461.17480 |      50.00000 |      -2.00000 |  -11026.29492 |     -39.27422 |  -46619.78125 |       4.00834 |       2.71151 |       3.62859 |     829.25970 |       0.13648 |       0.55812 |       0.55812 | 
      5.77711 |      11.11840 |      11.19236 |      11.92203 |       6.64818 |      12.87993 |      13.71963 |       0.01695 |     743.53394 |       0.84297 |      -0.00027 |       0.10636 |      -0.00003 |      -0.00202 |       0.00072 |      -0.09799 |       0.17717 |      -0.82924 |       2.11828 |     -30.82795 |     172.94754 |     176.72803 |     -54.30553 |      26.69365 |     129.28621 |      23.80933 |       2.88488 |     169.60698 |       3.65474 |      51.41868 |      -0.65882 |     462.25009 |     243.84016 |       0.00000 |     462.04257 |      50.00000 |      -2.00000 |  -11025.86914 |     -39.01126 |  -46619.41797 |       4.34306 |       2.47595 |       3.55301 |     831.29150 |       0.13681 |       0.55559 |       0.55559 | 
      6.21208 |      11.44500 |      11.52126 |      12.18286 |       7.14873 |      13.25843 |      14.01979 |       0.01745 |     716.14856 |       0.93790 |      -0.00488 |       0.19053 |      -0.00003 |       0.64692 |       0.00072 |      -0.00529 |       0.30303 |      -0.88680 |      -0.67761 |     -29.65493 |     168.73602 |     172.51442 |     -52.06030 |      27.47567 |     126.82908 |      21.66587 |       3.00738 |     168.67436 |       3.65474 |      51.41867 |      -0.65881 |     463.03693 |     244.70189 |       0.00000 |     462.84412 |      50.00000 |      -2.00000 |  -11025.40723 |     -38.76799 |  -46619.05469 |       4.66219 |       2.31388 |       3.49146 |     833.37280 |       0.13716 |       0.55297 |       0.55297 | 
      6.81266 |      11.89589 |      11.97529 |      12.50778 |       7.83987 |      13.78092 |      14.39370 |       0.01814 |     689.70251 |       1.00440 |      -0.00961 |       0.22984 |      -0.00003 |       0.97647 |       0.00072 |       0.07567 |       0.85028 |      -0.92797 |      -2.99245 |     -26.14019 |     163.94334 |     167.72282 |     -49.02686 |      28.56780 |     125.02261 |      20.74855 |       3.13333 |     167.37044 |       3.65473 |      51.41867 |      -0.65881 |     463.79309 |     245.43767 |       0.00000 |     463.60535 |      50.00000 |      -2.00000 |  -11024.91602 |     -38.53407 |  -46618.70312 |       4.92767 |       2.27955 |       3.45329 |     835.50214 |       0.13751 |       0.55092 |       0.55092 | 
      7.72725 |      12.37378 |      12.45650 |      12.82777 |       8.89237 |      14.33469 |      14.76193 |       0.01887 |     665.46613 |       1.00716 |      -0.01186 |       0.12109 |      -0.00003 |       0.02150 |       0.00072 |       0.12048 |       0.99867 |      -0.97875 |      -4.61763 |     -20.12787 |     158.67577 |     162.45882 |     -43.29453 |      30.16929 |     123.41233 |      19.68765 |       3.23850 |     165.65236 |       3.65473 |      51.41867 |      -0.65880 |     464.52109 |     246.26122 |       0.00000 |     464.34000 |      50.00000 |      -2.00000 |  -11024.40918 |     -38.30878 |  -46618.35938 |       5.18651 |       2.22321 |       3.42148 |     837.64630 |       0.13786 |       0.54906 |       0.54906 | 
      8.75552 |      12.83579 |      12.92174 |      13.18017 |      10.07567 |      14.87007 |      15.16747 |       0.01957 |     643.19678 |       1.10460 |      -0.01133 |       0.12061 |      -0.00003 |      -0.00103 |       0.00072 |       0.14707 |       0.79057 |      -1.02953 |      -5.60246 |     -14.42320 |     152.87892 |     156.66704 |     -37.94763 |      29.46524 |     122.32445 |      19.55498 |       3.32174 |     163.65979 |       3.65473 |      51.41866 |      -0.65879 |     465.24915 |     246.96107 |       0.00000 |     465.06366 |      50.00000 |      -2.00000 |  -11023.87500 |     -38.08342 |  -46618.01562 |       5.39924 |       2.26950 |       3.41648 |     839.85730 |       0.13822 |       0.54721 |       0.54721 | 
      9.80894 |      13.26645 |      13.35543 |      13.54030 |      11.28792 |      15.36916 |      15.58190 |       0.02023 |     624.59216 |       1.15361 |      -0.01063 |       0.10974 |      -0.00003 |      -0.00196 |       0.00072 |       0.18021 |       0.56037 |      -1.05511 |      -5.95183 |      -9.90676 |     146.69376 |     150.48697 |     -33.86140 |      26.46131 |     121.76725 |      20.13586 |       3.38482 |     161.45665 |       3.65472 |      51.41866 |      -0.65878 |     466.01590 |     247.80093 |       0.00000 |     465.82010 |      50.00000 |      -2.00000 |  -11023.31738 |     -37.84620 |  -46617.66406 |       5.56025 |       2.39794 |       3.44310 |     842.15228 |       0.13860 |       0.54588 |       0.54588 | 
     10.78392 |      13.63776 |      13.72939 |      13.86881 |      12.40991 |      15.79950 |      15.95994 |       0.02079 |     610.80280 |       1.16488 |      -0.01130 |       0.09629 |      -0.00003 |      -0.00202 |       0.00072 |       0.22215 |       0.38061 |      -1.04963 |      -5.67668 |      -6.63207 |     140.52490 |     144.32152 |     -30.93932 |      22.17548 |     121.59793 |      20.98067 |       3.42706 |     159.13126 |       3.65472 |      51.41866 |      -0.65878 |     466.81647 |     248.86417 |       0.00000 |     466.61221 |      50.00000 |      -2.00000 |  -11022.75586 |     -37.59867 |  -46617.32031 |       5.67408 |       2.55461 |       3.49044 |     844.46356 |       0.13898 |       0.54489 |       0.54489 | 
     11.62183 |      13.94769 |      14.04157 |      14.15203 |      13.37416 |      16.15875 |      16.28586 |       0.02127 |     601.53503 |       1.16948 |      -0.01263 |       0.07966 |      -0.00003 |      -0.00202 |       0.00072 |       0.26889 |       0.25093 |      -1.00678 |      -4.85997 |      -4.36556 |     134.66528 |     138.46236 |     -28.80110 |      17.44180 |     121.62251 |      21.88186 |       3.44885 |     156.72377 |       3.65472 |      51.41866 |      -0.65877 |     467.64514 |     249.55026 |       0.00000 |     467.43259 |      50.00000 |      -2.00000 |  -11022.20117 |     -37.34263 |  -46616.97656 |       5.75280 |       2.71337 |       3.54226 |     846.76068 |       0.13936 |       0.54399 |       0.54399 | 
     12.30829 |      14.21227 |      14.30811 |      14.39800 |      14.16413 |      16.46548 |      16.56892 |       0.02167 |     596.07129 |       1.17699 |      -0.01401 |       0.06359 |      -0.00003 |      -0.00202 |       0.00072 |       0.31737 |       0.15437 |      -0.92788 |      -3.56539 |      -2.85555 |     129.18381 |     132.97778 |     -27.14714 |      12.66173 |     121.70548 |      22.86444 |       3.45021 |     154.20456 |       3.65471 |      51.41865 |      -0.65876 |     468.52377 |     250.31300 |       0.00000 |     468.29684 |      50.00000 |      -2.00000 |  -11021.63965 |     -37.07133 |  -46616.63281 |       5.80643 |       2.87799 |       3.58689 |     849.09753 |       0.13974 |       0.54309 |       0.54309 | 
     12.84730 |      14.44142 |      14.53901 |      14.61261 |      14.78441 |      16.73120 |      16.81589 |       0.02202 |     594.20239 |       1.19742 |      -0.01474 |       0.04885 |      -0.00003 |      -0.00202 |       0.00072 |       0.36587 |       0.07782 |      -0.81887 |      -1.80680 |      -1.96077 |     124.09661 |     127.88342 |     -25.80833 |       8.02413 |     121.78217 |      24.04149 |       3.43212 |     151.57523 |       3.65471 |      51.41865 |      -0.65875 |     469.48822 |     251.41469 |       0.00000 |     469.23575 |      50.00000 |      -2.00000 |  -11021.05664 |     -36.77371 |  -46616.26953 |       5.83585 |       3.06256 |       3.61587 |     851.55005 |       0.14015 |       0.54215 |       0.54215 | 
     13.23716 |      14.62465 |      14.72370 |      14.78381 |      15.23305 |      16.94373 |      17.01291 |       0.02230 |     596.24603 |       1.21672 |      -0.01520 |       0.03796 |      -0.00003 |      -0.00202 |       0.00072 |       0.41073 |       0.01495 |      -0.69084 |       0.34183 |      -1.63989 |     119.61580 |     123.39155 |     -24.71663 |       3.82849 |     121.82293 |      25.47294 |       3.39741 |     149.01483 |       3.65470 |      51.41864 |      -0.65874 |     470.54031 |     252.40062 |       0.00000 |     470.27179 |      50.00000 |      -2.00000 |  -11020.45898 |     -36.44928 |  -46615.90234 |       5.83401 |       3.27099 |       3.62047 |     854.09021 |       0.14057 |       0.54128 |       0.54128 | 
     13.48114 |      14.74791 |      14.84803 |      14.89691 |      15.51381 |      17.08681 |      17.14305 |       0.02249 |     602.23627 |       1.24126 |      -0.01501 |       0.03075 |      -0.00003 |      -0.00202 |       0.00072 |       0.44984 |      -0.03209 |      -0.55871 |       2.75179 |      -1.79557 |     115.91877 |     119.68040 |     -23.83007 |       0.32589 |     121.82374 |      27.16551 |       3.35218 |     146.77968 |       3.65470 |      51.41864 |      -0.65873 |     471.65942 |     253.58192 |       0.00000 |     471.37210 |      50.00000 |      -2.00000 |  -11019.86621 |     -36.10445 |  -46615.53125 |       5.79331 |       3.49893 |       3.59533 |     856.64026 |       0.14098 |       0.54056 |       0.54056 | 
     13.61585 |      14.80974 |      14.91054 |      14.93812 |      15.66885 |      17.15874 |      17.19049 |       0.02258 |     611.98553 |       1.25871 |      -0.01484 |       0.02887 |      -0.00003 |      -0.00202 |       0.00072 |       0.48285 |      -0.06220 |      -0.43820 |       5.35117 |      -2.28139 |     112.96372 |     116.70891 |     -23.03789 |      -2.13890 |     121.81750 |      29.08048 |       3.30433 |     145.05338 |       3.65470 |      51.41864 |      -0.65873 |     472.84479 |     254.69705 |       0.00000 |     472.54083 |      50.00000 |      -2.00000 |  -11019.28711 |     -35.73952 |  -46615.17188 |       5.70686 |       3.73512 |       3.54081 |     859.17889 |       0.14140 |       0.54000 |       0.54000 | 
     13.64455 |      14.81333 |      14.91442 |      14.91667 |      15.70187 |      17.16321 |      17.16580 |       0.02259 |     625.49164 |       1.28816 |      -0.01378 |       0.02536 |      -0.00003 |      -0.00202 |       0.00072 |       0.50959 |      -0.08256 |      -0.32302 |       8.11974 |      -2.97163 |     110.64362 |     114.37039 |     -22.43096 |      -4.63833 |     121.78259 |      31.37144 |       3.25218 |     143.93626 |       3.65469 |      51.41864 |      -0.65872 |     474.11151 |     255.85405 |       0.00000 |     473.78482 |      50.00000 |      -2.00000 |  -11018.71875 |     -35.34986 |  -46614.82031 |       5.56952 |       3.99486 |       3.45091 |     861.71637 |       0.14182 |       0.53964 |       0.53964 | 
     13.57750 |      14.73676 |      14.83763 |      14.82304 |      15.62471 |      17.07484 |      17.05805 |       0.02247 |     643.05597 |       1.30908 |      -0.01263 |       0.02545 |      -0.00022 |      -0.00202 |       0.00072 |       0.53062 |      -0.09752 |      -0.21745 |      11.07588 |      -3.79211 |     108.88298 |     112.58940 |     -22.04876 |      -6.45581 |     121.74435 |      34.06639 |       3.19806 |     143.53278 |       3.65469 |      51.41863 |      -0.65871 |     475.48825 |     257.52975 |       0.00000 |     475.13495 |      50.00000 |      -2.00000 |  -11018.16016 |     -34.92671 |  -46614.47656 |       5.37199 |       4.27152 |       3.32356 |     864.28265 |       0.14224 |       0.53950 |       0.53950 | 
     13.41327 |      14.58303 |      14.68316 |      14.65884 |      15.43571 |      16.89708 |      16.86909 |       0.02224 |     664.01245 |       1.32700 |      -0.01150 |       0.02809 |      -0.00004 |      -0.00202 |       0.00072 |       0.54616 |      -0.10749 |      -0.13016 |      14.11319 |      -4.65525 |     107.64388 |     111.32880 |     -21.93828 |      -7.64546 |     121.73673 |      37.11356 |       3.14711 |     143.93028 |       3.65468 |      51.41863 |      -0.65870 |     476.94000 |     259.07770 |       0.00000 |     476.57077 |      50.00000 |      -2.00000 |  -11017.63184 |     -34.48092 |  -46614.14844 |       5.11444 |       4.55031 |       3.16327 |     866.79352 |       0.14266 |       0.53958 |       0.53958 | 
     13.17793 |      14.35834 |      14.45724 |      14.42871 |      15.16489 |      16.63709 |      16.60426 |       0.02190 |     687.63568 |       1.33497 |      -0.01052 |       0.03195 |      -0.00003 |      -0.00202 |       0.00072 |       0.55696 |      -0.11285 |      -0.06290 |      17.17290 |      -5.50173 |     106.81299 |     110.47564 |     -22.10846 |      -8.34115 |     121.78661 |      40.45964 |       3.10175 |     145.09186 |       3.65468 |      51.41862 |      -0.65870 |     478.44675 |     260.49829 |       0.00000 |     478.06277 |      50.00000 |      -2.00000 |  -11017.14355 |     -34.01858 |  -46613.84375 |       4.80065 |       4.81673 |       2.97497 |     869.21289 |       0.14305 |       0.53986 |       0.53986 | 
     12.85744 |      14.06875 |      14.16598 |      14.13749 |      14.79608 |      16.30192 |      16.26914 |       0.02146 |     713.27362 |       1.33672 |      -0.00977 |       0.03626 |      -0.00003 |      -0.00202 |       0.00072 |       0.56368 |      -0.11497 |      -0.01387 |      20.23439 |      -6.30558 |     106.26967 |     109.90938 |     -22.56676 |      -8.68091 |     121.91883 |      44.08644 |       3.06254 |     146.92899 |       3.65468 |      51.41862 |      -0.65869 |     480.00232 |     262.14545 |       0.00000 |     479.61157 |      50.00000 |      -2.00000 |  -11016.69922 |     -33.54165 |  -46613.57031 |       4.43420 |       5.06011 |       2.76207 |     871.53717 |       0.14344 |       0.54031 |       0.54031 | 
     12.39274 |      13.65059 |      13.74531 |      13.72125 |      14.26131 |      15.81782 |      15.79014 |       0.02082 |     745.40649 |       1.32514 |      -0.00771 |       0.04133 |      -0.01169 |      -0.00202 |       0.00072 |       0.56798 |      -0.11411 |       0.02444 |      23.85468 |      -7.19554 |     105.86154 |     109.47299 |     -23.50860 |      -8.77378 |     122.22445 |      48.75874 |       3.02385 |     149.84447 |       3.65467 |      51.41862 |      -0.65868 |     481.90356 |     264.13187 |       0.00000 |     481.53415 |      50.00000 |      -2.00000 |  -11016.23047 |     -32.95918 |  -46613.27734 |       3.93661 |       5.30781 |       2.48137 |     874.17383 |       0.14387 |       0.54101 |       0.54101 | 
     11.96453 |      13.21508 |      13.30713 |      13.28636 |      13.76854 |      15.31357 |      15.28968 |       0.02016 |     774.64465 |       1.11107 |       0.09886 |       0.04604 |      -0.87994 |      -0.00202 |       0.00072 |       0.46170 |      -0.12070 |       0.04096 |      26.91385 |      -7.95213 |     105.63495 |     109.22133 |     -23.79948 |      -8.68365 |     122.50296 |      52.20879 |       3.00113 |     151.69194 |       3.65467 |      51.41862 |      -0.65868 |     483.65695 |     265.87277 |       0.00000 |     483.31720 |      50.00000 |      -2.00000 |  -11015.85938 |     -32.42236 |  -46613.03906 |       3.53239 |       5.40143 |       2.25064 |     876.45026 |       0.14425 |       0.54157 |       0.54157 | 
     11.40669 |      12.70953 |      12.79843 |      12.77944 |      13.12658 |      14.72817 |      14.70632 |       0.01939 |     804.56726 |       1.09321 |       0.11068 |       0.04871 |      -0.99808 |      -0.00202 |       0.00072 |       0.14438 |      -0.15174 |       0.03982 |      28.84894 |      -8.82390 |     105.61564 |     109.18566 |     -25.05877 |      -8.52328 |     122.70606 |      55.52820 |       2.98658 |     152.83763 |       3.65467 |      51.41862 |      -0.65867 |     485.60455 |     267.88678 |       0.00000 |     485.28607 |      50.00000 |      -2.00000 |  -11015.49414 |     -31.82637 |  -46612.80469 |       3.13110 |       5.41990 |       2.01060 |     878.87122 |       0.14464 |       0.54161 |       0.54161 | 
     10.66233 |      12.19620 |      12.28185 |      12.26347 |      12.26999 |      14.13369 |      14.11255 |       0.01860 |     830.38141 |       1.02617 |       0.10726 |       0.05037 |      -0.99997 |      -0.00202 |       0.00072 |      -0.16378 |      -0.16270 |       0.03034 |      28.77588 |      -9.66286 |     105.87990 |     109.45106 |     -28.23263 |      -8.38289 |     122.79122 |      58.75389 |       2.97829 |     153.76704 |       3.65467 |      51.41861 |      -0.65867 |     487.47342 |     269.88068 |       0.00000 |     487.15839 |      50.00000 |      -2.00000 |  -11015.18457 |     -31.25475 |  -46612.60547 |       2.75103 |       5.39375 |       1.77232 |     881.10248 |       0.14501 |       0.54129 |       0.54129 | 
     10.01934 |      11.80016 |      11.88330 |      11.78701 |      11.53005 |      13.67506 |      13.56425 |       0.01800 |     849.79694 |       0.93581 |       0.10359 |       0.06672 |      -1.00000 |      -0.00202 |       0.00072 |      -0.39338 |      -0.14718 |      -0.00435 |      27.30776 |     -10.30161 |     106.27150 |     109.85579 |     -31.81837 |      -4.65327 |     122.77293 |      61.13381 |       2.98837 |     153.94064 |       3.65466 |      51.41861 |      -0.65866 |     489.08060 |     271.54590 |       0.00000 |     488.74774 |      50.00000 |      -2.00000 |  -11014.94629 |     -30.76333 |  -46612.45312 |       2.46140 |       5.31034 |       1.58462 |     882.96375 |       0.14532 |       0.54073 |       0.54073 | 
      9.12018 |      11.42060 |      11.50134 |      11.30994 |      10.49532 |      13.23550 |      13.01524 |       0.01742 |     866.17194 |       1.01397 |      -0.00977 |       0.07640 |      -0.01588 |      -0.00202 |       0.00072 |      -0.44809 |      -0.09864 |      -0.06725 |      24.94745 |     -10.84605 |     106.54633 |     110.15027 |     -37.30035 |      -1.25375 |     122.95024 |      64.32030 |       3.01187 |     154.82060 |       3.65466 |      51.41861 |      -0.65866 |     490.67075 |     273.11365 |       0.00000 |     490.35599 |      50.00000 |      -2.00000 |  -11014.73535 |     -30.27728 |  -46612.31641 |       2.11574 |       5.24366 |       1.37137 |     884.75897 |       0.14561 |       0.54005 |       0.54005 | 
      8.15413 |      11.00983 |      11.08792 |      10.77946 |       9.38360 |      12.75976 |      12.40479 |       0.01679 |     880.17657 |       0.90575 |      -0.00127 |       0.08184 |      -0.00016 |      -0.00202 |       0.00072 |      -0.33892 |      -0.02172 |      -0.14234 |      22.69293 |     -11.23456 |     106.37856 |     109.99982 |     -42.47160 |       1.90643 |     123.19495 |      67.26627 |       3.05328 |     155.18300 |       3.65466 |      51.41861 |      -0.65866 |     492.30377 |     274.67163 |       0.00000 |     491.97348 |      50.00000 |      -2.00000 |  -11014.54785 |     -29.77831 |  -46612.19531 |       1.79331 |       5.11461 |       1.17329 |     886.55249 |       0.14591 |       0.53927 |       0.53927 | 
      7.27536 |      10.58408 |      10.65942 |      10.21191 |       8.37234 |      12.26664 |      11.75166 |       0.01615 |     890.45648 |       0.86438 |       0.00013 |       0.08523 |      -0.00003 |      -0.00202 |       0.00072 |      -0.20889 |       0.04124 |      -0.22358 |      20.95610 |     -11.45138 |     105.58665 |     109.21997 |     -46.62500 |       4.94281 |     123.49134 |      69.84351 |       3.11215 |     154.74698 |       3.65466 |      51.41861 |      -0.65866 |     493.95605 |     276.23767 |       0.00000 |     493.62582 |      50.00000 |      -2.00000 |  -11014.38281 |     -29.27359 |  -46612.08594 |       1.50971 |       4.93171 |       0.99892 |     888.33105 |       0.14620 |       0.53807 |       0.53807 | 
      6.49925 |      10.17091 |      10.24355 |       9.63766 |       7.47920 |      11.78807 |      11.09082 |       0.01552 |     896.39703 |       0.86224 |      -0.00213 |       0.08656 |      -0.00003 |      -0.00202 |       0.00072 |      -0.08957 |       0.07952 |      -0.30548 |      19.77075 |     -11.58791 |     104.08423 |     107.72454 |     -50.04592 |       7.87781 |     124.00529 |      72.54224 |       3.18000 |     153.96156 |       3.65466 |      51.41861 |      -0.65865 |     495.62924 |     277.84366 |       0.00000 |     495.29172 |      50.00000 |      -2.00000 |  -11014.23828 |     -28.76263 |  -46611.98828 |       1.23305 |       4.72967 |       0.83187 |     890.10187 |       0.14649 |       0.53642 |       0.53642 | 
      5.97675 |       9.86230 |       9.93294 |       9.18861 |       6.87792 |      11.43062 |      10.57407 |       0.01505 |     897.87811 |       0.81278 |       0.05560 |       0.08696 |      -0.44887 |      -0.00202 |       0.00072 |      -0.02860 |       0.09279 |      -0.36748 |      19.18316 |     -11.71792 |     102.35888 |     106.00161 |     -52.14400 |      10.11060 |     124.57301 |      74.73435 |       3.23754 |     153.01216 |       3.65466 |      51.41861 |      -0.65865 |     496.97119 |     279.15451 |       0.00000 |     496.63425 |      50.00000 |      -2.00000 |  -11014.13965 |     -28.35293 |  -46611.92188 |       1.02481 |       4.56024 |       0.70626 |     891.50189 |       0.14672 |       0.53482 |       0.53482 | 
      5.59365 |       9.56314 |       9.63182 |       8.73164 |       6.43705 |      11.08410 |      10.04819 |       0.01459 |     896.03638 |       0.80109 |       0.09961 |       0.08568 |      -0.96146 |      -0.00785 |       0.00072 |      -0.15581 |       0.07684 |      -0.42198 |      18.33158 |     -11.92516 |     100.30388 |     103.95096 |     -53.30527 |      12.18458 |     124.32161 |      76.01292 |       3.30685 |     150.70656 |       3.65466 |      51.41861 |      -0.65865 |     498.30481 |     280.47433 |       0.00000 |     497.97778 |      50.00000 |      -2.00000 |  -11014.05273 |     -27.94585 |  -46611.86328 |       0.89668 |       4.35876 |       0.61217 |     892.88208 |       0.14695 |       0.53321 |       0.53321 | 
      5.15708 |       9.32591 |       9.39307 |       8.32553 |       5.93466 |      10.80935 |       9.58084 |       0.01423 |     890.96271 |       0.82701 |       0.10019 |       0.08401 |      -0.99758 |      -0.00642 |       0.00072 |      -0.36675 |       0.04814 |      -0.47169 |      16.43124 |     -12.24769 |      98.14013 |     101.79979 |     -55.38025 |      13.98971 |     123.42814 |      77.50333 |       3.36753 |     148.26341 |       3.65466 |      51.41861 |      -0.65865 |     499.61823 |     281.78717 |       0.00000 |     499.28662 |      50.00000 |      -2.00000 |  -11013.97461 |     -27.54500 |  -46611.80859 |       0.77346 |       4.18155 |       0.51055 |     894.23315 |       0.14717 |       0.53142 |       0.53142 | 
      4.56717 |       9.15783 |       9.22396 |       7.98866 |       5.25581 |      10.61474 |       9.19318 |       0.01397 |     883.29578 |       0.91459 |      -0.00239 |       0.08235 |      -0.10145 |      -0.00225 |       0.00072 |      -0.49394 |       0.04297 |      -0.51493 |      13.37002 |     -12.58881 |      95.93269 |      99.61395 |     -59.01625 |      15.59972 |     122.37899 |      79.81765 |       3.41742 |     146.32225 |       3.65466 |      51.41861 |      -0.65865 |     500.91742 |     283.09558 |       0.00000 |     500.58710 |      50.00000 |      -2.00000 |  -11013.90625 |     -27.14856 |  -46611.76562 |       0.61357 |       4.04499 |       0.38907 |     895.56024 |       0.14739 |       0.52945 |       0.52945 | 
      3.98810 |       9.03422 |       9.09963 |       7.69310 |       4.58942 |      10.47167 |       8.85306 |       0.01378 |     873.78235 |       0.89232 |       0.00465 |       0.08296 |      -0.00175 |      -0.00204 |       0.00072 |      -0.41496 |       0.07618 |      -0.55209 |      10.09973 |     -12.75256 |      93.45271 |      97.15721 |     -62.75946 |      17.32122 |     120.30605 |      82.56875 |       3.46229 |     144.50319 |       3.65466 |      51.41861 |      -0.65865 |     502.23328 |     284.42365 |       0.00000 |     501.90720 |      50.00000 |      -2.00000 |  -11013.85449 |     -26.74714 |  -46611.73438 |       0.44192 |       3.92443 |       0.25830 |     896.89258 |       0.14761 |       0.52749 |       0.52749 | 
      3.57435 |       8.82212 |       8.88616 |       7.42343 |       4.11329 |      10.22601 |       8.54273 |       0.01346 |     862.65045 |       0.90415 |       0.00674 |       0.07902 |      -0.00008 |      -0.00202 |       0.00072 |      -0.29665 |       0.10897 |      -0.58245 |       7.32979 |     -12.62556 |      90.60201 |      94.32623 |     -64.79324 |      17.75875 |     113.25293 |      84.81419 |       3.50797 |     141.81407 |       3.65465 |      51.41861 |      -0.65865 |     503.53549 |     285.73691 |       0.00000 |     503.20770 |      50.00000 |      -2.00000 |  -11013.81738 |     -26.35000 |  -46611.71484 |       0.31714 |       3.80331 |       0.13627 |     898.20343 |       0.14783 |       0.52549 |       0.52549 | 
      3.34836 |       8.57214 |       8.63453 |       7.21831 |       3.85322 |       9.93644 |       8.30668 |       0.01308 |     850.38263 |       0.92648 |       0.00453 |       0.07440 |      -0.00003 |      -0.00202 |       0.00072 |      -0.18623 |       0.12331 |      -0.59029 |       5.19002 |     -12.26202 |      87.46595 |      91.20557 |     -65.85948 |      17.21636 |      93.18776 |      86.59614 |       3.54056 |     138.60686 |       3.65465 |      51.41861 |      -0.65865 |     504.81601 |     287.02631 |       0.00000 |     504.49594 |      50.00000 |      -2.00000 |  -11013.79004 |     -25.95959 |  -46611.70703 |       0.22014 |       3.70687 |       0.01226 |     899.48798 |       0.14804 |       0.52357 |       0.52357 | 
