"_Vind,_kias",|,"_Vind,_keas",|,"Vtrue,_ktas",|,"Vtrue,_ktgs",|,"_Vind,__mph",|,"Vtrue,mphas",|,"Vtrue,mphgs",|,"_elev,yoke1",|,"ailrn,yoke1",|,"ruddr,yoke1",|,"_vect,_rqst",|,"sweep,_rqst",|,"incid,_rqst",|,"dihed,_rqst",|,"retra,_rqst",|,"water,jetts",|,"____Q,rad/s",|,"____P,rad/s",|,"____R,rad/s",|,"pitch,__deg",|,"_roll,__deg",|,"hding,_true",|,"hding,__mag",|,"alpha,__deg",|,"_beta,__deg",|,"hpath,__deg",|,"vpath,__deg",|,"_slip,__deg",|,"__mag,_comp",|,"mavar,__deg",|,"__lat,__deg",|,"__lon,__deg",|,"__alt,ftmsl",|,"__alt,ftagl",|,"___on,runwy",|,"__alt,__ind",|,"__lat,south",|,"__lon,_west",|,"____X,____m",|,"____Y,____m",|,"____Z,____m",|,"___vX,__m/s",|,"___vY,__m/s",|,"___vZ,__m/s",|,"_dist,___ft",|,"_dist,___nm",|,"thro1,_part",|,"thro1,_part",
51.25401,|,51.3701,|,54.68327,|,50.56421,|,58.98206,|,62.92838,|,58.18825,|,0.32517,|,-0.00314,|,-0.11259,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00251,|,-0.00496,|,0.07403,|,-7.81605,|,-0.33249,|,328.74377,|,332.51868,|,3.68014,|,-0.69205,|,323.76849,|,-12.78911,|,0.0068,|,330.87677,|,3.66123,|,51.42875,|,-0.66957,|,4219.47754,|,3988.03394,|,0,|,4219.86377,|,50,|,-2,|,-11771.65039,|,1096.5188,|,-47751.35156,|,-14.99323,|,-5.7582,|,-20.46204,|,3991.60962,|,0.65693,|,0.25577,|,0.25577,|
51.42669,|,51.54089,|,54.8634,|,50.55729,|,59.18077,|,63.13568,|,58.18029,|,0.32622,|,-0.00519,|,-0.09845,|,0,|,0,|,0,|,0,|,0,|,0,|,0.0025,|,-0.00927,|,0.05318,|,-7.79753,|,-0.43262,|,329.14517,|,332.92056,|,3.66899,|,-0.53786,|,323.72998,|,-12.79334,|,-0.00746,|,331.14603,|,3.66124,|,51.42877,|,-0.66959,|,4217.4585,|,3986.03076,|,0,|,4217.84473,|,50,|,-2,|,-11773.30469,|,1095.88342,|,-47753.60547,|,-15.00468,|,-5.75929,|,-20.44881,|,4001.02515,|,0.65848,|,0.25581,|,0.25581,|
51.5204,|,51.63306,|,54.9605,|,50.5513,|,59.28862,|,63.24741,|,58.1734,|,0.32676,|,-0.00642,|,-0.09185,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00252,|,-0.01196,|,0.04143,|,-7.78531,|,-0.50495,|,329.34439,|,333.12006,|,3.66295,|,-0.47088,|,323.70425,|,-12.7923,|,-0.01501,|,331.33124,|,3.66125,|,51.42879,|,-0.66961,|,4216.10889,|,3984.7959,|,0,|,4216.62354,|,50,|,-2,|,-11774.41211,|,1095.45862,|,-47755.11328,|,-15.01215,|,-5.75815,|,-20.43974,|,4007.31885,|,0.65952,|,0.25583,|,0.25583,|
51.57604,|,51.67768,|,55.00633,|,50.5412,|,59.35265,|,63.30016,|,58.16177,|,0.3284,|,-0.00728,|,-0.083,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00254,|,-0.01536,|,0.02809,|,-7.76801,|,-0.61614,|,329.55212,|,333.32803,|,3.66701,|,-0.38053,|,323.66547,|,-12.78317,|,-0.02445,|,331.60028,|,3.66127,|,51.42881,|,-0.66963,|,4214.18506,|,3983.05493,|,0,|,4214.62549,|,50,|,-2,|,-11775.99219,|,1094.85339,|,-47757.26562,|,-15.02351,|,-5.75296,|,-20.42623,|,4016.28784,|,0.661,|,0.25584,|,0.25584,|
51.4571,|,51.56052,|,54.87983,|,50.52861,|,59.21577,|,63.15458,|,58.14729,|,0.32909,|,-0.00878,|,-0.08143,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00251,|,-0.01838,|,0.01845,|,-7.74954,|,-0.74914,|,329.70233,|,333.47849,|,3.69611,|,-0.40946,|,323.61716,|,-12.75796,|,-0.03433,|,331.90222,|,3.66128,|,51.42883,|,-0.66966,|,4212.07178,|,3981.1167,|,0,|,4212.4585,|,50,|,-2,|,-11777.73047,|,1094.18823,|,-47759.62891,|,-15.03849,|,-5.74037,|,-20.4105,|,4026.15796,|,0.66262,|,0.25581,|,0.25581,|
51.35819,|,51.46261,|,54.77394,|,50.51659,|,59.10196,|,63.03273,|,58.13346,|,0.32949,|,-0.00914,|,-0.08354,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00251,|,-0.02051,|,0.01382,|,-7.7322,|,-0.88677,|,329.80334,|,333.57968,|,3.71377,|,-0.42501,|,323.56171,|,-12.72733,|,-0.04575,|,332.19846,|,3.66129,|,51.42885,|,-0.66968,|,4210.05469,|,3979.25342,|,0,|,4210.43213,|,50,|,-2,|,-11779.39746,|,1093.55334,|,-47761.88672,|,-15.05647,|,-5.72545,|,-20.39355,|,4035.59961,|,0.66417,|,0.25575,|,0.25575,|
51.28707,|,51.3928,|,54.6983,|,50.50714,|,59.0201,|,62.94568,|,58.12258,|,0.32957,|,-0.00939,|,-0.08301,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00256,|,-0.02173,|,0.01132,|,-7.71808,|,-1.00466,|,329.86804,|,333.6445,|,3.72239,|,-0.42348,|,323.51141,|,-12.69922,|,-0.05531,|,332.43872,|,3.66131,|,51.42886,|,-0.6697,|,4208.41992,|,3977.72485,|,0,|,4208.81055,|,50,|,-2,|,-11780.75293,|,1093.03894,|,-47763.71875,|,-15.07322,|,-5.71194,|,-20.37877,|,4043.26636,|,0.66544,|,0.25569,|,0.25569,|
51.21329,|,51.31872,|,54.6178,|,50.49623,|,58.9352,|,62.85305,|,58.11003,|,0.32934,|,-0.01015,|,-0.07704,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00268,|,-0.02269,|,0.00861,|,-7.70052,|,-1.15254,|,329.93036,|,333.70694,|,3.72881,|,-0.4072,|,323.44516,|,-12.66362,|,-0.06631,|,332.72574,|,3.66132,|,51.42888,|,-0.66973,|,4206.43945,|,3975.97144,|,0,|,4206.81055,|,50,|,-2,|,-11782.40137,|,1092.41553,|,-47765.94531,|,-15.09562,|,-5.69497,|,-20.35978,|,4052.58374,|,0.66697,|,0.25559,|,0.25559,|
51.14706,|,51.25454,|,54.54787,|,50.48592,|,58.85899,|,62.77257,|,58.09816,|,0.32939,|,-0.00882,|,-0.07971,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00283,|,-0.02313,|,0.00557,|,-7.68215,|,-1.30318,|,329.97485,|,333.75159,|,3.7368,|,-0.38125,|,323.37363,|,-12.63206,|,-0.07622,|,333.00458,|,3.66133,|,51.42891,|,-0.66975,|,4204.45264,|,3974.15723,|,0,|,4204.83496,|,50,|,-2,|,-11784.06445,|,1091.79004,|,-47768.18359,|,-15.11981,|,-5.67984,|,-20.33928,|,4061.95459,|,0.66851,|,0.25547,|,0.25547,|
51.09095,|,51.19921,|,54.48736,|,50.47612,|,58.79442,|,62.70293,|,58.08688,|,0.32922,|,-0.01059,|,-0.0636,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00296,|,-0.02316,|,0.00258,|,-7.66332,|,-1.45234,|,329.99979,|,333.77661,|,3.74081,|,-0.35195,|,323.29745,|,-12.59856,|,-0.08466,|,333.2728,|,3.66135,|,51.42892,|,-0.66977,|,4202.47461,|,3972.29053,|,0,|,4202.84619,|,50,|,-2,|,-11785.72559,|,1091.16724,|,-47770.41797,|,-15.14587,|,-5.66392,|,-20.31787,|,4071.30615,|,0.67005,|,0.25537,|,0.25537,|
51.05266,|,51.16016,|,54.4445,|,50.46864,|,58.75035,|,62.65361,|,58.07827,|,0.32912,|,-0.00901,|,-0.06588,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00307,|,-0.02291,|,-0.00006,|,-7.6479,|,-1.56949,|,330.00504,|,333.78192,|,3.7438,|,-0.32946,|,323.23306,|,-12.5728,|,-0.09054,|,333.47986,|,3.66136,|,51.42894,|,-0.66979,|,4200.88916,|,3970.78198,|,0,|,4201.27002,|,50,|,-2,|,-11787.0625,|,1090.66833,|,-47772.20703,|,-15.16797,|,-5.65169,|,-20.29986,|,4078.82129,|,0.67129,|,0.25529,|,0.25529,|
51.0169,|,51.12424,|,54.40495,|,50.46132,|,58.7092,|,62.6081,|,58.06985,|,0.32905,|,-0.00798,|,-0.06481,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00317,|,-0.02242,|,-0.00254,|,-7.63186,|,-1.68609,|,329.99716,|,333.77411,|,3.74895,|,-0.30858,|,323.16373,|,-12.54968,|,-0.09585,|,333.68323,|,3.66137,|,51.42896,|,-0.66981,|,4199.26514,|,3969.35205,|,0,|,4199.65869,|,50,|,-2,|,-11788.43848,|,1090.15686,|,-47774.04688,|,-15.19169,|,-5.64065,|,-20.28037,|,4086.53491,|,0.67256,|,0.2552,|,0.2552,|
50.98366,|,51.09055,|,54.36773,|,50.45383,|,58.67095,|,62.56527,|,58.06124,|,0.32892,|,-0.00701,|,-0.06222,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00325,|,-0.02172,|,-0.00481,|,-7.61514,|,-1.80222,|,329.97617,|,333.75314,|,3.75265,|,-0.28941,|,323.08829,|,-12.52503,|,-0.10069,|,333.88507,|,3.66138,|,51.42897,|,-0.66983,|,4197.58203,|,3967.71802,|,0,|,4197.98975,|,50,|,-2,|,-11789.86816,|,1089.62695,|,-47775.95312,|,-15.21758,|,-5.62891,|,-20.25929,|,4094.54468,|,0.67388,|,0.25511,|,0.25511,|
50.90945,|,50.98561,|,54.25467,|,50.44631,|,58.58555,|,62.43516,|,58.05258,|,0.32847,|,-0.00652,|,-0.04757,|,0,|,0,|,0,|,0,|,0,|,0,|,0.0033,|,-0.0208,|,-0.00815,|,-7.59825,|,-1.91398,|,329.94217,|,333.71921,|,3.76643,|,-0.09963,|,323.00989,|,-12.49942,|,-0.10434,|,334.07767,|,3.66139,|,51.42899,|,-0.66986,|,4195.87695,|,3966.15576,|,0,|,4196.29395,|,50,|,-2,|,-11791.32227,|,1089.09021,|,-47777.88672,|,-15.24453,|,-5.61675,|,-20.23743,|,4102.67676,|,0.67521,|,0.25502,|,0.25502,|
50.27553,|,50.36723,|,53.59521,|,50.435,|,57.85604,|,61.67627,|,58.03956,|,0.32986,|,-0.00324,|,0.04424,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00317,|,-0.01972,|,-0.03926,|,-7.5841,|,-2.01258,|,329.81363,|,333.59055,|,3.86009,|,0.89528,|,322.97086,|,-12.46265,|,-0.07951,|,334.17191,|,3.66141,|,51.42901,|,-0.66988,|,4194.10254,|,3964.66919,|,0,|,4194.52734,|,50,|,-2,|,-11792.8418,|,1088.53125,|,-47779.90234,|,-15.25706,|,-5.59923,|,-20.22538,|,4111.16113,|,0.67661,|,0.25491,|,0.25491,|
49.75681,|,49.86588,|,53.0603,|,50.42126,|,57.25912,|,61.06071,|,58.02375,|,0.32896,|,0.00037,|,0.1057,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00304,|,-0.01828,|,-0.08032,|,-7.57887,|,-2.07512,|,329.45703,|,333.23364,|,3.92465,|,1.46035,|,322.96796,|,-12.42063,|,-0.02878,|,334.15851,|,3.66142,|,51.42903,|,-0.6699,|,4192.31738,|,3962.95386,|,0,|,4192.74463,|,50,|,-2,|,-11794.37695,|,1087.96912,|,-47781.9375,|,-15.25638,|,-5.57913,|,-20.22238,|,4119.72266,|,0.67802,|,0.25479,|,0.25479,|
49.34636,|,49.46725,|,52.63473,|,50.40926,|,56.78678,|,60.57096,|,58.00994,|,0.32794,|,0.0041,|,0.13672,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00298,|,-0.01606,|,-0.10955,|,-7.58188,|,-2.09945,|,328.89917,|,332.67523,|,3.97236,|,1.65534,|,322.97345,|,-12.38352,|,0.02703,|,334.08603,|,3.66143,|,51.42905,|,-0.66992,|,4190.55957,|,3961.33374,|,0,|,4190.9751,|,50,|,-2,|,-11795.89453,|,1087.41553,|,-47783.94531,|,-15.25299,|,-5.5614,|,-20.2219,|,4128.18115,|,0.67941,|,0.25466,|,0.25466,|
49.00436,|,49.12954,|,52.27395,|,50.40059,|,56.39322,|,60.1558,|,57.99997,|,0.32678,|,0.00843,|,0.14484,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00295,|,-0.01257,|,-0.12235,|,-7.59002,|,-2.0911,|,328.18176,|,331.95712,|,4.01102,|,1.60422,|,322.97229,|,-12.34958,|,0.08062,|,333.97055,|,3.66145,|,51.42907,|,-0.66994,|,4188.70361,|,3959.73633,|,0,|,4189.14795,|,50,|,-2,|,-11797.49902,|,1086.83093,|,-47786.07422,|,-15.25276,|,-5.54544,|,-20.22075,|,4137.13623,|,0.68089,|,0.25454,|,0.25454,|
48.75364,|,48.87955,|,52.00658,|,50.39688,|,56.10469,|,59.84811,|,57.99569,|,0.32585,|,0.01246,|,0.13771,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00293,|,-0.00835,|,-0.11955,|,-7.59828,|,-2.05842,|,327.49347,|,331.26819,|,4.03767,|,1.4378,|,322.95908,|,-12.32089,|,0.12065,|,333.83951,|,3.66146,|,51.42908,|,-0.66997,|,4186.98779,|,3958.04492,|,0,|,4187.38574,|,50,|,-2,|,-11798.98828,|,1086.29028,|,-47788.04688,|,-15.25797,|,-5.53234,|,-20.21795,|,4145.44043,|,0.68225,|,0.25443,|,0.25443,|
48.56609,|,48.69038,|,51.80404,|,50.39679,|,55.88886,|,59.61503,|,57.9956,|,0.32505,|,0.01621,|,0.12509,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00289,|,-0.00377,|,-0.10849,|,-7.60427,|,-2.0099,|,326.89023,|,330.66434,|,4.05804,|,1.25296,|,322.93646,|,-12.29759,|,0.14957,|,333.69815,|,3.66147,|,51.4291,|,-0.66999,|,4185.38623,|,3956.57324,|,0,|,4185.7627,|,50,|,-2,|,-11800.38184,|,1085.78564,|,-47789.89453,|,-15.26728,|,-5.52204,|,-20.21368,|,4153.20801,|,0.68353,|,0.25434,|,0.25434,|
48.37782,|,48.50327,|,51.60341,|,50.40003,|,55.6722,|,59.38415,|,57.99932,|,0.32412,|,0.02087,|,0.10705,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00281,|,0.00235,|,-0.08971,|,-7.60783,|,-1.92783,|,326.24057,|,330.01407,|,4.08024,|,1.04308,|,322.8985,|,-12.27407,|,0.17631,|,333.49661,|,3.66149,|,51.42912,|,-0.67001,|,4183.39844,|,3954.98633,|,0,|,4183.77148,|,50,|,-2,|,-11802.11621,|,1085.15942,|,-47792.1875,|,-15.28302,|,-5.51199,|,-20.20667,|,4162.86426,|,0.68512,|,0.25425,|,0.25425,|
48.23748,|,48.36236,|,51.452,|,50.40551,|,55.5107,|,59.20991,|,58.00563,|,0.32323,|,0.02346,|,0.09856,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00265,|,0.00822,|,-0.07089,|,-7.60712,|,-1.82643,|,325.73288,|,329.50589,|,4.09881,|,0.88763,|,322.85623,|,-12.25572,|,0.19541,|,333.27515,|,3.6615,|,51.42914,|,-0.67004,|,4181.47559,|,3952.92505,|,0,|,4181.8374,|,50,|,-2,|,-11803.79883,|,1084.55359,|,-47794.41016,|,-15.30064,|,-5.50448,|,-20.19899,|,4172.22168,|,0.68666,|,0.25416,|,0.25416,|
48.14549,|,48.2702,|,51.35275,|,50.41104,|,55.40485,|,59.09569,|,58.01199,|,0.32278,|,0.02567,|,0.09205,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00245,|,0.01272,|,-0.05718,|,-7.60412,|,-1.72761,|,325.40109,|,329.1738,|,4.1099,|,0.7975,|,322.82086,|,-12.2411,|,0.20792,|,333.07675,|,3.66151,|,51.42916,|,-0.67006,|,4179.90039,|,3951.42969,|,0,|,4180.28174,|,50,|,-2,|,-11805.17969,|,1084.05713,|,-47796.23438,|,-15.31564,|,-5.49861,|,-20.19288,|,4179.89844,|,0.68792,|,0.25411,|,0.25411,|
48.14549,|,48.28111,|,51.36312,|,50.41739,|,55.40485,|,59.10763,|,58.01929,|,0.32148,|,0.02482,|,0.086,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00224,|,0.01678,|,-0.04419,|,-7.59972,|,-1.6153,|,325.13544,|,328.90793,|,4.10234,|,0.56177,|,322.78522,|,-12.22929,|,0.21802,|,332.86703,|,3.66152,|,51.42917,|,-0.67008,|,4178.32373,|,3950.23462,|,0,|,4178.69336,|,50,|,-2,|,-11806.56543,|,1083.56042,|,-47798.05859,|,-15.33081,|,-5.49408,|,-20.18679,|,4187.58789,|,0.68919,|,0.25407,|,0.25407,|
48.33737,|,48.46821,|,51.56065,|,50.42618,|,55.62566,|,59.33495,|,58.02942,|,0.32056,|,0.04265,|,-0.01465,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00203,|,0.02101,|,-0.02262,|,-7.59184,|,-1.46682,|,324.92593,|,328.69827,|,4.06308,|,0.26834,|,322.7283,|,-12.22611,|,0.21701,|,332.63766,|,3.66154,|,51.42919,|,-0.6701,|,4176.396,|,3948.58252,|,0,|,4176.75391,|,50,|,-2,|,-11808.2627,|,1082.953,|,-47800.28906,|,-15.35372,|,-5.49363,|,-20.17531,|,4196.99707,|,0.69074,|,0.25402,|,0.25402,|
48.49893,|,48.62472,|,51.72569,|,50.43433,|,55.81158,|,59.52486,|,58.03879,|,0.32033,|,0.0268,|,0.04325,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00176,|,0.02411,|,-0.00329,|,-7.58193,|,-1.3175,|,324.85275,|,328.62509,|,4.03633,|,0.1509,|,322.67075,|,-12.22926,|,0.21162,|,332.41727,|,3.66155,|,51.42921,|,-0.67012,|,4174.521,|,3946.49512,|,0,|,4174.87891,|,50,|,-2,|,-11809.91602,|,1082.36206,|,-47802.45703,|,-15.37629,|,-5.49591,|,-20.16289,|,4206.15039,|,0.69224,|,0.254,|,0.254,|
48.60902,|,48.73503,|,51.84184,|,50.44021,|,55.93826,|,59.65852,|,58.04556,|,0.32001,|,0.02837,|,0.03183,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00151,|,0.02596,|,0.00622,|,-7.57345,|,-1.19155,|,324.86285,|,328.63525,|,4.02094,|,0.1376,|,322.62906,|,-12.23489,|,0.20723,|,332.23364,|,3.66156,|,51.42923,|,-0.67014,|,4172.97998,|,3945.20605,|,0,|,4173.34668,|,50,|,-2,|,-11811.27441,|,1081.87659,|,-47804.23828,|,-15.39242,|,-5.49905,|,-20.15362,|,4213.66895,|,0.69348,|,0.254,|,0.254,|
48.70816,|,48.83249,|,51.94428,|,50.44518,|,56.05235,|,59.77642,|,58.05127,|,0.32011,|,0.02821,|,0.02901,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00122,|,0.02711,|,0.0111,|,-7.56539,|,-1.05932,|,324.91049,|,328.68298,|,4.00899,|,0.16697,|,322.59338,|,-12.24161,|,0.20458,|,332.04071,|,3.66157,|,51.42924,|,-0.67016,|,4171.39502,|,3943.94678,|,0,|,4171.77539,|,50,|,-2,|,-11812.67285,|,1081.37708,|,-47806.06641,|,-15.40609,|,-5.50256,|,-20.1455,|,4221.39844,|,0.69475,|,0.25402,|,0.25402,|
48.79106,|,48.91463,|,52.03042,|,50.44903,|,56.14775,|,59.87554,|,58.05571,|,0.32006,|,0.02824,|,0.03087,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00093,|,0.02755,|,0.01222,|,-7.5588,|,-0.92651,|,324.97208,|,328.74466,|,4.00032,|,0.21265,|,322.56586,|,-12.249,|,0.20417,|,331.84677,|,3.66159,|,51.42926,|,-0.67018,|,4169.82666,|,3942.46631,|,0,|,4170.2002,|,50,|,-2,|,-11814.05664,|,1080.88293,|,-47807.875,|,-15.41651,|,-5.50625,|,-20.13907,|,4229.04395,|,0.69601,|,0.25405,|,0.25405,|
48.87649,|,48.99916,|,52.11881,|,50.45243,|,56.24606,|,59.97726,|,58.05962,|,0.32019,|,0.02841,|,0.02977,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00055,|,0.02734,|,0.01074,|,-7.55303,|,-0.76128,|,325.04657,|,328.81927,|,3.99249,|,0.26795,|,322.54187,|,-12.25852,|,0.20612,|,331.60571,|,3.6616,|,51.42928,|,-0.67021,|,4167.88477,|,3940.53589,|,0,|,4168.25635,|,50,|,-2,|,-11815.76953,|,1080.27112,|,-47810.11328,|,-15.42542,|,-5.51084,|,-20.13325,|,4238.50146,|,0.69757,|,0.25409,|,0.25409,|
48.93514,|,49.05614,|,52.17816,|,50.45411,|,56.31356,|,60.04556,|,58.06156,|,0.32026,|,0.02777,|,0.0312,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00026,|,0.02668,|,0.00865,|,-7.55033,|,-0.62745,|,325.09744,|,328.87024,|,3.98664,|,0.30249,|,322.52954,|,-12.26531,|,0.20911,|,331.41013,|,3.66161,|,51.4293,|,-0.67023,|,4166.29688,|,3939.03516,|,0,|,4166.66943,|,50,|,-2,|,-11817.16992,|,1079.77087,|,-47811.94141,|,-15.42987,|,-5.51403,|,-20.13008,|,4246.229,|,0.69884,|,0.25412,|,0.25412,|
48.98307,|,49.10409,|,52.22791,|,50.45512,|,56.36872,|,60.10281,|,58.06271,|,0.32026,|,0.0275,|,0.02997,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.00003,|,0.02573,|,0.0065,|,-7.54939,|,-0.49624,|,325.13715,|,328.91,|,3.98027,|,0.32487,|,322.52289,|,-12.27063,|,0.21275,|,331.21762,|,3.66162,|,51.42931,|,-0.67025,|,4164.70605,|,3937.54468,|,0,|,4165.08594,|,50,|,-2,|,-11818.57227,|,1079.26965,|,-47813.76953,|,-15.43221,|,-5.51649,|,-20.12828,|,4253.96875,|,0.70011,|,0.25417,|,0.25417,|
49.02298,|,49.14429,|,52.26943,|,50.45554,|,56.41464,|,60.15059,|,58.0632,|,0.32011,|,0.02665,|,0.0305,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.00025,|,0.02457,|,0.00478,|,-7.54991,|,-0.36924,|,325.16675,|,328.93967,|,3.97384,|,0.33605,|,322.52112,|,-12.27514,|,0.21663,|,331.02893,|,3.66163,|,51.42933,|,-0.67027,|,4163.11377,|,3936.15479,|,0,|,4163.49707,|,50,|,-2,|,-11819.97461,|,1078.76807,|,-47815.59766,|,-15.43269,|,-5.51853,|,-20.12763,|,4261.70996,|,0.70139,|,0.25421,|,0.25421,|
49.05754,|,49.17882,|,52.30486,|,50.45559,|,56.45441,|,60.19136,|,58.06326,|,0.32022,|,0.02455,|,0.03486,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.00044,|,0.02325,|,0.00381,|,-7.55162,|,-0.24479,|,325.1897,|,328.96268,|,3.96852,|,0.3389,|,322.52365,|,-12.28038,|,0.22051,|,330.84018,|,3.66165,|,51.42935,|,-0.67029,|,4161.48242,|,3934.74146,|,0,|,4161.86719,|,50,|,-2,|,-11821.41309,|,1078.25391,|,-47817.47266,|,-15.43151,|,-5.52086,|,-20.12793,|,4269.64209,|,0.70269,|,0.25425,|,0.25425,|
49.40973,|,49.55381,|,52.7024,|,50.45609,|,56.85971,|,60.64884,|,58.06383,|,0.31729,|,0.02274,|,-0.00075,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.00042,|,0.02187,|,0.01097,|,-7.55405,|,-0.12799,|,325.2196,|,328.99265,|,3.88928,|,-0.13587,|,322.51981,|,-12.29571,|,0.21829,|,330.67569,|,3.66166,|,51.42936,|,-0.67031,|,4159.84229,|,3933.06299,|,0,|,4160.23975,|,50,|,-2,|,-11822.85645,|,1077.7373,|,-47819.35547,|,-15.43211,|,-5.5277,|,-20.12592,|,4277.60547,|,0.704,|,0.2543,|,0.2543,|
49.93728,|,50.07509,|,53.25547,|,50.45689,|,57.4668,|,61.28531,|,58.06475,|,0.3172,|,0.01978,|,-0.05224,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.00015,|,0.02053,|,0.03691,|,-7.55533,|,-0.03259,|,325.34744,|,329.12064,|,3.79807,|,-0.67997,|,322.48462,|,-12.33158,|,0.19319,|,330.59641,|,3.66167,|,51.42938,|,-0.67033,|,4158.21729,|,3931.45312,|,0,|,4158.59912,|,50,|,-2,|,-11824.28418,|,1077.22534,|,-47821.21484,|,-15.44261,|,-5.54366,|,-20.11401,|,4285.48145,|,0.7053,|,0.25438,|,0.25438,|
50.45414,|,50.58656,|,53.79781,|,50.45499,|,58.06159,|,61.90942,|,58.06257,|,0.31827,|,0.01601,|,-0.09124,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00014,|,0.01855,|,0.06728,|,-7.5553,|,0.04743,|,325.69513,|,329.46869,|,3.72875,|,-0.97044,|,322.42422,|,-12.38381,|,0.14874,|,330.56442,|,3.66169,|,51.4294,|,-0.67036,|,4156.23779,|,3929.92529,|,0,|,4156.60742,|,50,|,-2,|,-11826.01758,|,1076.60193,|,-47823.47266,|,-15.46013,|,-5.56657,|,-20.09295,|,4295.03906,|,0.70687,|,0.25452,|,0.25452,|
50.78638,|,50.9149,|,54.14571,|,50.45053,|,58.44393,|,62.30977,|,58.05744,|,0.31926,|,0.01303,|,-0.10334,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00032,|,0.01641,|,0.08093,|,-7.55452,|,0.08567,|,326.08371,|,329.85767,|,3.69224,|,-0.98845,|,322.37714,|,-12.42331,|,0.11349,|,330.56473,|,3.6617,|,51.42942,|,-0.67038,|,4154.6582,|,3928.53906,|,0,|,4155.03027,|,50,|,-2,|,-11827.39746,|,1076.10449,|,-47825.26562,|,-15.47293,|,-5.58355,|,-20.07542,|,4302.63672,|,0.70812,|,0.25465,|,0.25465,|
51.12666,|,51.24854,|,54.49888,|,50.44113,|,58.83551,|,62.71619,|,58.04662,|,0.32063,|,0.00973,|,-0.10247,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00052,|,0.0129,|,0.0835,|,-7.55265,|,0.10876,|,326.6261,|,330.40067,|,3.66112,|,-0.8646,|,322.32852,|,-12.46689,|,0.07653,|,330.58405,|,3.66171,|,51.42944,|,-0.6704,|,4152.66162,|,3926.29028,|,0,|,4153.03467,|,50,|,-2,|,-11829.1377,|,1075.47571,|,-47827.51953,|,-15.48446,|,-5.60179,|,-20.05518,|,4312.20801,|,0.7097,|,0.25484,|,0.25484,|
51.39118,|,51.50688,|,54.77198,|,50.42804,|,59.13992,|,63.03047,|,58.03155,|,0.32202,|,0.00666,|,-0.09243,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00068,|,0.00871,|,0.07465,|,-7.54975,|,0.11013,|,327.13632,|,330.91141,|,3.63941,|,-0.68773,|,322.29437,|,-12.49997,|,0.05009,|,330.62161,|,3.66173,|,51.42946,|,-0.67043,|,4150.68555,|,3924.7207,|,0,|,4151.06104,|,50,|,-2,|,-11830.85449,|,1074.85352,|,-47829.74219,|,-15.49041,|,-5.61495,|,-20.03818,|,4321.65332,|,0.71125,|,0.25502,|,0.25502,|
