"_Vind,_kias",|,"_Vind,_keas",|,"Vtrue,_ktas",|,"Vtrue,_ktgs",|,"_Vind,__mph",|,"Vtrue,mphas",|,"Vtrue,mphgs",|,"_elev,yoke1",|,"ailrn,yoke1",|,"ruddr,yoke1",|,"_vect,_rqst",|,"sweep,_rqst",|,"incid,_rqst",|,"dihed,_rqst",|,"retra,_rqst",|,"water,jetts",|,"____Q,rad/s",|,"____P,rad/s",|,"____R,rad/s",|,"pitch,__deg",|,"_roll,__deg",|,"hding,_true",|,"hding,__mag",|,"alpha,__deg",|,"_beta,__deg",|,"hpath,__deg",|,"vpath,__deg",|,"_slip,__deg",|,"__mag,_comp",|,"mavar,__deg",|,"__lat,__deg",|,"__lon,__deg",|,"__alt,ftmsl",|,"__alt,ftagl",|,"___on,runwy",|,"__alt,__ind",|,"__lat,south",|,"__lon,_west",|,"____X,____m",|,"____Y,____m",|,"____Z,____m",|,"___vX,__m/s",|,"___vY,__m/s",|,"___vZ,__m/s",|,"_dist,___ft",|,"_dist,___nm",|,"thro1,_part",|,"thro1,_part",
51.5634,|,51.67714,|,54.95169,|,50.41472,|,59.33811,|,63.23728,|,58.01623,|,0.32311,|,0.00441,|,-0.08218,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00081,|,0.00496,|,0.0632,|,-7.54643,|,0.09773,|,327.50049,|,331.27597,|,3.62641,|,-0.55018,|,322.27463,|,-12.52074,|,0.03472,|,330.66678,|,3.66174,|,51.42947,|,-0.67045,|,4149.05078,|,3923.3479,|,0,|,4149.43945,|,50,|,-2,|,-11832.27344,|,1074.33899,|,-47831.57812,|,-15.49198,|,-5.62265,|,-20.02594,|,4329.44531,|,0.71254,|,0.25517,|,0.25517,|
51.73252,|,51.84211,|,55.12545,|,50.39575,|,59.53273,|,63.43724,|,57.9944,|,0.32408,|,0.0019,|,-0.07066,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00099,|,0.00039,|,0.04833,|,-7.54116,|,0.06717,|,327.85873,|,331.63461,|,3.61375,|,-0.41848,|,322.25714,|,-12.53777,|,0.0216,|,330.7395,|,3.66175,|,51.42949,|,-0.67047,|,4147.05225,|,3921.19287,|,0,|,4147.42725,|,50,|,-2,|,-11834.00684,|,1073.70959,|,-47833.81641,|,-15.49124,|,-5.62806,|,-20.01235,|,4338.96094,|,0.7141,|,0.25533,|,0.25533,|
51.83577,|,51.94455,|,55.23306,|,50.37908,|,59.65155,|,63.56107,|,57.97521,|,0.32493,|,0.0002,|,-0.06366,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00116,|,-0.00301,|,0.03777,|,-7.53586,|,0.0315,|,328.07608,|,331.85223,|,3.60825,|,-0.34595,|,322.24573,|,-12.54833,|,0.01401,|,330.80893,|,3.66176,|,51.42951,|,-0.67049,|,4145.47559,|,3919.7627,|,0,|,4145.85303,|,50,|,-2,|,-11835.37207,|,1073.21326,|,-47835.58203,|,-15.48946,|,-5.63086,|,-20.00183,|,4346.45996,|,0.71534,|,0.25545,|,0.25545,|
51.92373,|,52.02954,|,55.32207,|,50.36042,|,59.75276,|,63.66351,|,57.95374,|,0.32571,|,-0.0013,|,-0.05827,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00132,|,-0.00621,|,0.02868,|,-7.52937,|,-0.01598,|,328.24954,|,332.02591,|,3.60275,|,-0.29539,|,322.23419,|,-12.5535,|,0.00755,|,330.89178,|,3.66178,|,51.42953,|,-0.67051,|,4143.83984,|,3918.4314,|,0,|,4144.22852,|,50,|,-2,|,-11836.78809,|,1072.69849,|,-47837.41016,|,-15.48743,|,-5.63106,|,-19.99091,|,4354.23389,|,0.71661,|,0.25555,|,0.25555,|
51.78796,|,51.87938,|,55.16109,|,50.3409,|,59.59653,|,63.47825,|,57.93128,|,0.32823,|,-0.00208,|,-0.05009,|,0,|,0,|,0,|,0,|,0,|,0,|,0.0014,|,-0.00893,|,0.02055,|,-7.52219,|,-0.07149,|,328.3757,|,332.15222,|,3.64072,|,-0.19737,|,322.22385,|,-12.5481,|,0.00298,|,330.97903,|,3.66179,|,51.42954,|,-0.67053,|,4142.25244,|,3917.07812,|,0,|,4142.63184,|,50,|,-2,|,-11838.16211,|,1072.19885,|,-47839.18359,|,-15.48537,|,-5.62649,|,-19.98078,|,4361.77686,|,0.71786,|,0.25564,|,0.25564,|
51.50777,|,51.60396,|,54.8666,|,50.31551,|,59.27409,|,63.13936,|,57.90206,|,0.32857,|,-0.00316,|,-0.04063,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00138,|,-0.01175,|,0.01077,|,-7.51315,|,-0.15108,|,328.47391,|,332.25061,|,3.69007,|,-0.13627,|,322.21301,|,-12.5228,|,0.00061,|,331.09253,|,3.6618,|,51.42956,|,-0.67056,|,4140.26318,|,3915.1438,|,0,|,4140.63965,|,50,|,-2,|,-11839.8877,|,1071.57251,|,-47841.41016,|,-15.48285,|,-5.6125,|,-19.96974,|,4371.24463,|,0.71941,|,0.25572,|,0.25572,|
51.28455,|,51.38414,|,54.63126,|,50.29125,|,59.0172,|,62.86854,|,57.87413,|,0.32848,|,-0.00364,|,-0.03646,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00146,|,-0.01382,|,0.00385,|,-7.50408,|,-0.2379,|,328.51791,|,332.29468,|,3.72112,|,-0.10724,|,322.19995,|,-12.49199,|,-0.00101,|,331.21115,|,3.66182,|,51.42958,|,-0.67058,|,4138.30811,|,3913.27417,|,0,|,4138.68164,|,50,|,-2,|,-11841.58789,|,1070.95691,|,-47843.60156,|,-15.48178,|,-5.59621,|,-19.95896,|,4380.57031,|,0.72095,|,0.25574,|,0.25574,|
51.10373,|,51.20578,|,54.44004,|,50.26849,|,58.80913,|,62.64849,|,57.84795,|,0.32843,|,-0.00386,|,-0.03367,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00156,|,-0.01521,|,-0.00047,|,-7.49454,|,-0.3308,|,328.52682,|,332.30368,|,3.7401,|,-0.09735,|,322.18304,|,-12.45831,|,-0.0027,|,331.33438,|,3.66183,|,51.4296,|,-0.67061,|,4136.36133,|,3911.46558,|,0,|,4136.73975,|,50,|,-2,|,-11843.28613,|,1070.34399,|,-47845.79297,|,-15.48268,|,-5.57883,|,-19.94795,|,4389.87793,|,0.72248,|,0.25573,|,0.25573,|
50.95299,|,51.05826,|,54.28159,|,50.24715,|,58.63566,|,62.46614,|,57.82339,|,0.32798,|,-0.00381,|,-0.03221,|,0,|,0,|,0,|,0,|,0,|,0,|,0.0017,|,-0.01598,|,-0.0029,|,-7.4842,|,-0.42931,|,328.51471,|,332.2916,|,3.75406,|,-0.09633,|,322.16125,|,-12.42627,|,-0.00473,|,331.46152,|,3.66184,|,51.42962,|,-0.67063,|,4134.38818,|,3909.63013,|,0,|,4134.75879,|,50,|,-2,|,-11845.0127,|,1069.72266,|,-47848.01562,|,-15.48559,|,-5.56235,|,-19.93606,|,4399.34033,|,0.72404,|,0.25572,|,0.25572,|
50.8531,|,50.95921,|,54.175,|,50.23109,|,58.52071,|,62.34348,|,57.80491,|,0.32788,|,-0.00357,|,-0.03141,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00182,|,-0.01621,|,-0.00392,|,-7.47522,|,-0.51017,|,328.49646,|,332.27341,|,3.7632,|,-0.09714,|,322.14029,|,-12.40259,|,-0.00653,|,331.56366,|,3.66186,|,51.42964,|,-0.67065,|,4132.7998,|,3908.24536,|,0,|,4133.18408,|,50,|,-2,|,-11846.40723,|,1069.22241,|,-47849.80859,|,-15.48935,|,-5.55014,|,-19.92583,|,4406.97559,|,0.72529,|,0.25569,|,0.25569,|
50.74789,|,50.85416,|,54.06168,|,50.21189,|,58.39963,|,62.21307,|,57.78281,|,0.3275,|,-0.00311,|,-0.03034,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00196,|,-0.0161,|,-0.00459,|,-7.46306,|,-0.61238,|,328.46786,|,332.24484,|,3.77324,|,-0.09688,|,322.1095,|,-12.37543,|,-0.00888,|,331.69101,|,3.66187,|,51.42966,|,-0.67068,|,4130.78955,|,3906.29761,|,0,|,4131.16553,|,50,|,-2,|,-11848.17773,|,1068.58936,|,-47852.08594,|,-15.49574,|,-5.53606,|,-19.91196,|,4416.65771,|,0.72689,|,0.25566,|,0.25566,|
50.66304,|,50.77011,|,53.97075,|,50.19439,|,58.30198,|,62.10843,|,57.76267,|,0.32714,|,-0.00253,|,-0.02935,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00207,|,-0.01564,|,-0.00497,|,-7.45062,|,-0.70909,|,328.43701,|,332.21402,|,3.78013,|,-0.09415,|,322.07556,|,-12.34999,|,-0.01103,|,331.81161,|,3.66188,|,51.42968,|,-0.6707,|,4128.84717,|,3904.48022,|,0,|,4129.2207,|,50,|,-2,|,-11849.89258,|,1067.97754,|,-47854.28906,|,-15.50364,|,-5.52293,|,-19.89778,|,4426.0332,|,0.72843,|,0.25561,|,0.25561,|
50.60381,|,50.712,|,53.9077,|,50.18076,|,58.23383,|,62.03587,|,57.74699,|,0.32693,|,-0.00189,|,-0.02851,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00212,|,-0.01508,|,-0.00523,|,-7.44012,|,-0.78482,|,328.41031,|,332.18735,|,3.78654,|,-0.09026,|,322.04517,|,-12.33248,|,-0.01261,|,331.90591,|,3.6619,|,51.4297,|,-0.67072,|,4127.27051,|,3903.16943,|,0,|,4127.646,|,50,|,-2,|,-11851.28809,|,1067.48096,|,-47856.07812,|,-15.51101,|,-5.51372,|,-19.88549,|,4433.65479,|,0.72969,|,0.25559,|,0.25559,|
50.55226,|,50.65996,|,53.85107,|,50.16713,|,58.17451,|,61.9707,|,57.7313,|,0.32668,|,-0.00125,|,-0.02737,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00216,|,-0.01438,|,-0.00552,|,-7.42912,|,-0.8592,|,328.38138,|,332.15842,|,3.79177,|,-0.08518,|,322.01147,|,-12.31489,|,-0.01403,|,331.99969,|,3.66191,|,51.42971,|,-0.67074,|,4125.65088,|,3901.64551,|,0,|,4126.04004,|,50,|,-2,|,-11852.72461,|,1066.97095,|,-47857.91797,|,-15.51953,|,-5.50448,|,-19.87229,|,4441.49609,|,0.73098,|,0.25556,|,0.25556,|
50.57804,|,50.70037,|,53.89269,|,50.15332,|,58.20418,|,62.0186,|,57.71542,|,0.32526,|,-0.0014,|,-0.01617,|,0,|,0,|,0,|,0,|,0,|,0,|,0.0022,|,-0.01356,|,-0.00716,|,-7.41779,|,-0.93133,|,328.3468,|,332.1239,|,3.77568,|,-0.02179,|,321.97632,|,-12.29827,|,-0.01398,|,332.0882,|,3.66192,|,51.42973,|,-0.67076,|,4123.97949,|,3900.07886,|,0,|,4124.38672,|,50,|,-2,|,-11854.21191,|,1066.44434,|,-47859.82031,|,-15.52843,|,-5.49566,|,-19.85856,|,4449.60352,|,0.73231,|,0.25554,|,0.25554,|
50.78897,|,50.90508,|,54.10891,|,50.13981,|,58.44691,|,62.26743,|,57.69987,|,0.32491,|,-0.00062,|,-0.01309,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00235,|,-0.01265,|,-0.00929,|,-7.40607,|,-0.99694,|,328.30032,|,332.07742,|,3.73686,|,0.00445,|,321.94086,|,-12.29675,|,-0.01243,|,332.16266,|,3.66193,|,51.42974,|,-0.67079,|,4122.31348,|,3898.62427,|,0,|,4122.70459,|,50,|,-2,|,-11855.69531,|,1065.91956,|,-47861.71875,|,-15.53661,|,-5.49351,|,-19.84372,|,4457.6875,|,0.73364,|,0.25551,|,0.25551,|
50.95555,|,51.06947,|,54.28231,|,50.12579,|,58.6386,|,62.46697,|,57.68373,|,0.32505,|,0.00072,|,-0.01298,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00244,|,-0.01167,|,-0.01092,|,-7.39412,|,-1.05514,|,328.24445,|,332.02155,|,3.71269,|,0.02152,|,321.90448,|,-12.30015,|,-0.01037,|,332.22647,|,3.66194,|,51.42976,|,-0.67081,|,4120.67383,|,3897.10425,|,0,|,4121.06592,|,50,|,-2,|,-11857.15625,|,1065.40308,|,-47863.58203,|,-15.54467,|,-5.49347,|,-19.82804,|,4465.64502,|,0.73495,|,0.2555,|,0.2555,|
51.08842,|,51.20119,|,54.42099,|,50.11082,|,58.79151,|,62.62655,|,57.6665,|,0.32521,|,0.00178,|,-0.01197,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00249,|,-0.01065,|,-0.01193,|,-7.38209,|,-1.10652,|,328.18225,|,331.95935,|,3.69687,|,0.0309,|,321.8667,|,-12.30415,|,-0.0081,|,332.28146,|,3.66196,|,51.42978,|,-0.67083,|,4119.05127,|,3895.57568,|,0,|,4119.44434,|,50,|,-2,|,-11858.60254,|,1064.89197,|,-47865.42578,|,-15.55285,|,-5.49359,|,-19.81157,|,4473.51514,|,0.73625,|,0.25551,|,0.25551,|
51.18276,|,51.29374,|,54.51826,|,50.09703,|,58.90007,|,62.7385,|,57.65064,|,0.32538,|,0.00301,|,-0.01341,|,0,|,0,|,0,|,0,|,0,|,0,|,0.0025,|,-0.00972,|,-0.01241,|,-7.37171,|,-1.14588,|,328.12549,|,331.90256,|,3.68666,|,0.03444,|,321.83273,|,-12.30606,|,-0.00616,|,332.32339,|,3.66197,|,51.42979,|,-0.67085,|,4117.65332,|,3894.33301,|,0,|,4118.12207,|,50,|,-2,|,-11859.84961,|,1064.45154,|,-47867.01172,|,-15.5602,|,-5.49291,|,-19.79675,|,4480.29395,|,0.73736,|,0.25552,|,0.25552,|
51.27946,|,51.38808,|,54.61703,|,50.07828,|,59.01135,|,62.85216,|,57.62906,|,0.32552,|,0.00396,|,-0.012,|,0,|,0,|,0,|,0,|,0,|,0,|,0.0025,|,-0.00851,|,-0.0125,|,-7.35851,|,-1.18968,|,328.05139,|,331.82849,|,3.6782,|,0.03493,|,321.78732,|,-12.30767,|,-0.00382,|,332.36942,|,3.66198,|,51.42981,|,-0.67087,|,4115.86865,|,3892.82715,|,0,|,4116.28418,|,50,|,-2,|,-11861.44238,|,1063.88953,|,-47869.03906,|,-15.56996,|,-5.49156,|,-19.77688,|,4488.94678,|,0.73879,|,0.25553,|,0.25553,|
51.34806,|,51.45643,|,54.68827,|,50.05951,|,59.09029,|,62.93414,|,57.60746,|,0.32585,|,0.00475,|,-0.01112,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00247,|,-0.00735,|,-0.01224,|,-7.34618,|,-1.2245,|,327.98215,|,331.75922,|,3.67284,|,0.03321,|,321.74265,|,-12.30724,|,-0.00185,|,332.40573,|,3.66199,|,51.42983,|,-0.67089,|,4114.18701,|,3891.25708,|,0,|,4114.58594,|,50,|,-2,|,-11862.94531,|,1063.35974,|,-47870.94531,|,-15.57957,|,-5.48932,|,-19.75736,|,4497.09863,|,0.74013,|,0.25554,|,0.25554,|
51.39882,|,51.50661,|,54.74026,|,50.0405,|,59.14871,|,62.99397,|,57.58558,|,0.32599,|,0.00573,|,-0.01115,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00244,|,-0.00624,|,-0.01182,|,-7.33448,|,-1.25227,|,327.91736,|,331.69443,|,3.6692,|,0.03088,|,321.69806,|,-12.30502,|,-0.00017,|,332.43451,|,3.662,|,51.42984,|,-0.67091,|,4112.56689,|,3889.74292,|,0,|,4112.94775,|,50,|,-2,|,-11864.39355,|,1062.84961,|,-47872.78125,|,-15.58914,|,-5.48626,|,-19.73789,|,4504.95264,|,0.74142,|,0.25555,|,0.25555,|
51.43685,|,51.54341,|,54.77806,|,50.02113,|,59.19247,|,63.03746,|,57.56329,|,0.32603,|,0.00657,|,-0.01109,|,0,|,0,|,0,|,0,|,0,|,0,|,0.0024,|,-0.00518,|,-0.01131,|,-7.32318,|,-1.27418,|,327.85641,|,331.63348,|,3.66529,|,0.02878,|,321.65314,|,-12.2998,|,0.00128,|,332.45767,|,3.66202,|,51.42986,|,-0.67093,|,4110.98096,|,3888.19824,|,0,|,4111.35889,|,50,|,-2,|,-11865.81445,|,1062.34998,|,-47874.57812,|,-15.59888,|,-5.48184,|,-19.71842,|,4512.64404,|,0.74269,|,0.25556,|,0.25556,|
51.46472,|,51.56955,|,54.80455,|,50.00157,|,59.22454,|,63.06795,|,57.54078,|,0.32605,|,0.00722,|,-0.01023,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00239,|,-0.00418,|,-0.01076,|,-7.31216,|,-1.29076,|,327.7995,|,331.57654,|,3.6625,|,0.02726,|,321.60818,|,-12.29365,|,0.00256,|,332.47507,|,3.66203,|,51.42987,|,-0.67095,|,4109.42773,|,3886.56934,|,0,|,4109.7998,|,50,|,-2,|,-11867.20703,|,1061.86072,|,-47876.33984,|,-15.60861,|,-5.477,|,-19.69893,|,4520.1792,|,0.74393,|,0.25556,|,0.25556,|
51.48499,|,51.59072,|,54.82545,|,49.97644,|,59.24786,|,63.092,|,57.51186,|,0.32604,|,0.00751,|,-0.00678,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00239,|,-0.003,|,-0.01006,|,-7.29839,|,-1.30495,|,327.73245,|,331.50949,|,3.66175,|,0.02637,|,321.55118,|,-12.28644,|,0.00403,|,332.48904,|,3.66204,|,51.4299,|,-0.67098,|,4107.49365,|,3885.0083,|,0,|,4107.85645,|,50,|,-2,|,-11868.94531,|,1061.25159,|,-47878.52734,|,-15.62077,|,-5.47109,|,-19.67405,|,4529.56885,|,0.74547,|,0.25554,|,0.25554,|
50.78641,|,50.86305,|,54.0509,|,49.95499,|,58.44395,|,62.20067,|,57.48717,|,0.33022,|,0.00864,|,0.01448,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00197,|,-0.00212,|,-0.01455,|,-7.28847,|,-1.31033,|,327.6731,|,331.45013,|,3.80146,|,0.27452,|,321.51221,|,-12.2579,|,0.00913,|,332.48676,|,3.66205,|,51.42991,|,-0.671,|,4105.94824,|,3883.70557,|,0,|,4106.31885,|,50,|,-2,|,-11870.33691,|,1060.76477,|,-47880.28125,|,-15.62913,|,-5.45623,|,-19.6571,|,4537.08008,|,0.74671,|,0.25552,|,0.25552,|
50.01295,|,50.10668,|,53.24559,|,49.92862,|,57.55388,|,61.27393,|,57.45683,|,0.32898,|,0.01008,|,0.04398,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00146,|,-0.00111,|,-0.02873,|,-7.28088,|,-1.30295,|,327.53543,|,331.31241,|,3.91814,|,0.56511,|,321.48291,|,-12.19997,|,0.02708,|,332.44302,|,3.66207,|,51.42993,|,-0.67102,|,4104.04395,|,3881.74634,|,0,|,4104.40088,|,50,|,-2,|,-11872.06055,|,1060.16479,|,-47882.44531,|,-15.63435,|,-5.42797,|,-19.64304,|,4546.37158,|,0.74824,|,0.25544,|,0.25544,|
49.53888,|,49.64189,|,52.75048,|,49.90961,|,57.00833,|,60.70417,|,57.43496,|,0.3277,|,0.01127,|,0.06236,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00117,|,-0.00022,|,-0.04023,|,-7.2783,|,-1.28364,|,327.35675,|,331.13358,|,3.97471,|,0.71473,|,321.46832,|,-12.15022,|,0.0463,|,332.3833,|,3.66208,|,51.42995,|,-0.67104,|,4102.5249,|,3880.14258,|,0,|,4102.88916,|,50,|,-2,|,-11873.44238,|,1059.68616,|,-47884.18359,|,-15.63633,|,-5.40411,|,-19.63526,|,4553.81885,|,0.74946,|,0.25533,|,0.25533,|
49.1611,|,49.26996,|,52.35406,|,49.89328,|,56.57359,|,60.24797,|,57.41616,|,0.32635,|,0.0132,|,0.07556,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00095,|,0.00086,|,-0.04859,|,-7.27801,|,-1.2524,|,327.12378,|,330.90042,|,4.01464,|,0.78993,|,321.45706,|,-12.10649,|,0.06697,|,332.30481,|,3.66209,|,51.42996,|,-0.67106,|,4100.99121,|,3878.85913,|,0,|,4101.36084,|,50,|,-2,|,-11874.84277,|,1059.203,|,-47885.94141,|,-15.63763,|,-5.38319,|,-19.62899,|,4561.36377,|,0.7507,|,0.2552,|,0.2552,|
48.85784,|,48.9725,|,52.03677,|,49.87985,|,56.2246,|,59.88285,|,57.40071,|,0.32512,|,0.01331,|,0.08476,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00077,|,0.00222,|,-0.05275,|,-7.27929,|,-1.21015,|,326.85489,|,330.63132,|,4.04253,|,0.80395,|,321.44653,|,-12.06886,|,0.08707,|,332.21066,|,3.6621,|,51.42998,|,-0.67108,|,4099.44336,|,3877.6377,|,0,|,4099.81152,|,50,|,-2,|,-11876.26367,|,1058.71497,|,-47887.72266,|,-15.63923,|,-5.36526,|,-19.62359,|,4569.00928,|,0.75196,|,0.25506,|,0.25506,|
48.5688,|,48.68679,|,51.73167,|,49.86709,|,55.89198,|,59.53174,|,57.38602,|,0.32337,|,0.01723,|,0.07339,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00061,|,0.00431,|,-0.05258,|,-7.28197,|,-1.14454,|,326.50607,|,330.28217,|,4.06657,|,0.76535,|,321.43253,|,-12.03173,|,0.10926,|,332.07547,|,3.66212,|,51.43,|,-0.67111,|,4097.51416,|,3875.72192,|,0,|,4097.87598,|,50,|,-2,|,-11878.04102,|,1058.10693,|,-47889.95312,|,-15.64219,|,-5.34763,|,-19.61746,|,4578.56494,|,0.75353,|,0.25491,|,0.25491,|
48.38053,|,48.49842,|,51.53028,|,49.85915,|,55.67532,|,59.29999,|,57.37688,|,0.32232,|,0.0181,|,0.07326,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00046,|,0.00631,|,-0.04852,|,-7.28449,|,-1.07818,|,326.21942,|,329.99527,|,4.08214,|,0.7091,|,321.41901,|,-12.0084,|,0.1254,|,331.94437,|,3.66213,|,51.43002,|,-0.67113,|,4095.85303,|,3874.0603,|,0,|,4096.2749,|,50,|,-2,|,-11879.57324,|,1057.5835,|,-47891.875,|,-15.64568,|,-5.33656,|,-19.61234,|,4586.81348,|,0.75489,|,0.25479,|,0.25479,|
48.20505,|,48.3256,|,51.34507,|,49.85268,|,55.47338,|,59.08685,|,57.36944,|,0.32116,|,0.01951,|,0.069,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00023,|,0.00885,|,-0.04122,|,-7.28761,|,-0.98806,|,325.91443,|,329.69,|,4.09868,|,0.63777,|,321.40198,|,-11.99117,|,0.14137,|,331.77112,|,3.66215,|,51.43003,|,-0.67116,|,4093.86255,|,3872.53491,|,0,|,4094.22461,|,50,|,-2,|,-11881.41504,|,1056.95593,|,-47894.18359,|,-15.65048,|,-5.32833,|,-19.6064,|,4596.71729,|,0.75652,|,0.25467,|,0.25467,|
48.09946,|,48.22303,|,51.23491,|,49.84938,|,55.35187,|,58.96009,|,57.36565,|,0.32063,|,0.02043,|,0.06554,|,0,|,0,|,0,|,0,|,0,|,0,|,0.00001,|,0.01075,|,-0.03513,|,-7.29024,|,-0.91198,|,325.71625,|,329.4917,|,4.10905,|,0.58952,|,321.38928,|,-11.98318,|,0.15159,|,331.62839,|,3.66216,|,51.43005,|,-0.67118,|,4092.33789,|,3871.08276,|,0,|,4092.70117,|,50,|,-2,|,-11882.82715,|,1056.47534,|,-47895.94922,|,-15.65425,|,-5.32448,|,-19.60222,|,4604.30713,|,0.75777,|,0.25459,|,0.25459,|
48.01536,|,48.13755,|,51.14291,|,49.84737,|,55.25509,|,58.85421,|,57.36333,|,0.3189,|,0.02129,|,0.06218,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.0002,|,0.01255,|,-0.02918,|,-7.29338,|,-0.82885,|,325.54669,|,329.32196,|,4.1087,|,0.54878,|,321.37766,|,-11.98021,|,0.16068,|,331.47559,|,3.66217,|,51.43007,|,-0.6712,|,4090.78735,|,3869.27295,|,0,|,4091.16187,|,50,|,-2,|,-11884.26465,|,1055.98645,|,-47897.75,|,-15.65777,|,-5.32296,|,-19.59846,|,4612.03467,|,0.75904,|,0.25454,|,0.25454,|
47.9719,|,48.09034,|,51.09155,|,49.84712,|,55.20507,|,58.7951,|,57.36304,|,0.31846,|,0.02187,|,0.06574,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.00036,|,0.01421,|,-0.02367,|,-7.29672,|,-0.73913,|,325.40759,|,329.18274,|,4.1038,|,0.62346,|,321.36743,|,-11.98903,|,0.16855,|,331.31378,|,3.66218,|,51.43008,|,-0.67122,|,4089.20654,|,3867.57251,|,0,|,4089.58423,|,50,|,-2,|,-11885.73047,|,1055.48816,|,-47899.58594,|,-15.66068,|,-5.3268,|,-19.59493,|,4619.9082,|,0.76034,|,0.25449,|,0.25449,|
47.80856,|,47.93142,|,50.92149,|,49.8464,|,55.01711,|,58.5994,|,57.36221,|,0.31799,|,0.02316,|,0.09035,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.00063,|,0.01559,|,-0.02925,|,-7.30106,|,-0.64055,|,325.26657,|,329.04163,|,4.12789,|,0.91888,|,321.37683,|,-11.99786,|,0.18643,|,331.10638,|,3.66219,|,51.4301,|,-0.67124,|,4087.61621,|,3865.85547,|,0,|,4087.98901,|,50,|,-2,|,-11887.20312,|,1054.98682,|,-47901.42969,|,-15.65672,|,-5.33059,|,-19.59658,|,4627.82422,|,0.76164,|,0.25447,|,0.25447,|
47.67474,|,47.80229,|,50.78309,|,49.84543,|,54.86312,|,58.44014,|,57.3611,|,0.31769,|,0.02432,|,0.10664,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.00093,|,0.01675,|,-0.03794,|,-7.30704,|,-0.53068,|,325.08414,|,328.85904,|,4.14759,|,1.0809,|,321.40012,|,-12.0063,|,0.21058,|,330.86884,|,3.66221,|,51.43012,|,-0.67126,|,4086.03735,|,3864.31152,|,0,|,4086.41235,|,50,|,-2,|,-11888.66309,|,1054.48914,|,-47903.25781,|,-15.64796,|,-5.33418,|,-19.60195,|,4635.67383,|,0.76293,|,0.25447,|,0.25447,|
47.54605,|,47.67817,|,50.64977,|,49.84497,|,54.71502,|,58.28672,|,57.36058,|,0.31724,|,0.02576,|,0.11481,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.00135,|,0.01805,|,-0.04473,|,-7.31648,|,-0.38451,|,324.81305,|,328.58771,|,4.1683,|,1.13306,|,321.4364,|,-12.01873,|,0.24083,|,330.56406,|,3.66222,|,51.43014,|,-0.67129,|,4084.14478,|,3862.52368,|,0,|,4084.50122,|,50,|,-2,|,-11890.41113,|,1053.89246,|,-47905.44922,|,-15.63468,|,-5.33957,|,-19.61076,|,4645.07959,|,0.76448,|,0.25448,|,0.25448,|
47.46646,|,47.59888,|,50.5644,|,49.84559,|,54.62343,|,58.18847,|,57.36128,|,0.31675,|,0.02661,|,0.11524,|,0,|,0,|,0,|,0,|,0,|,0,|,-0.0017,|,0.01912,|,-0.04561,|,-7.32563,|,-0.25958,|,324.57864,|,328.35306,|,4.18082,|,1.10145,|,321.46762,|,-12.02864,|,0.26289,|,330.31488,|,3.66223,|,51.43015,|,-0.67131,|,4082.63354,|,3860.86255,|,0,|,4082.99292,|,50,|,-2,|,-11891.80566,|,1053.41614,|,-47907.19922,|,-15.62361,|,-5.34397,|,-19.6188,|,4652.58057,|,0.76572,|,0.25448,|,0.25448,|
